# Pages that could carry a price and do not have one yet.
#
# Every row here is a page with a Product node in its JSON-LD but no offers
# block, because docs/build-prices.mjs strips offers from any page absent from
# prices.csv. So each row is a page currently eligible for no rich result.
#
# THIS FILE IS A QUEUE, NOT A SOURCE OF TRUTH. Nothing reads it at build time.
# prices.csv is still the only file that sets a published price.
#
# To price a page, fill in low_inr and high_inr on its row - and low_usd and
# high_usd, which the page shows as indicative only and are optional - then:
#
#   node docs/build-price-worklist.mjs --adopt   moves filled rows to prices.csv
#   node docs/build-prices.mjs                   writes them into the pages
#
# Adopted rows leave this file on the next refresh; rows left empty stay. Do not
# edit the url column: it is regenerated from the source tree, and a URL that
# matches no page is refused rather than adopted.
#
# Update the "# updated:" date in prices.csv when you finish a pricing pass.
# priceValidUntil is derived from it, so a price adopted into a stale file is
# published already expired.
#
# generated: 2026-08-20 by docs/build-price-worklist.mjs
# pending: 451 page(s)

url,low_inr,high_inr,low_usd,high_usd,unit
/nimonic-wire-supplier-exporter-mumbai-india/,,,,,kg

# /nimonic/  (3)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/foil/,,,,,kg
/nimonic/plates/,,,,,kg
/nimonic/sheets/,,,,,kg

# /nimonic/105/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/105/round-bar/,,,,,kg
/nimonic/105/sheets/,,,,,kg

# /nimonic/115/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/115/round-bar/,,,,,kg
/nimonic/115/sheets/,,,,,kg

# /nimonic/263/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/263/round-bar/,,,,,kg
/nimonic/263/sheets/,,,,,kg

# /nimonic/75/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/75/round-bar/,,,,,kg
/nimonic/75/sheets/,,,,,kg

# /nimonic/80A/  (1)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/80A/round-bar/,,,,,kg

# /nimonic/81/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/81/round-bar/,,,,,kg
/nimonic/81/sheets/,,,,,kg

# /nimonic/86/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/86/round-bar/,,,,,kg
/nimonic/86/sheets/,,,,,kg

# /nimonic/90/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/90/round-bar/,,,,,kg
/nimonic/90/sheets/,,,,,kg

# /nimonic/901/  (2)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/901/round-bar/,,,,,kg
/nimonic/901/sheets/,,,,,kg

# /nimonic/round-bars/  (1)  |  nimonic priced on 10 page(s) at INR 1,200-10,000 per kg
/nimonic/round-bars/,,,,,kg

# /plain-...  (1)
/Plain-Nickel-Strips/,,,,,kg

# /pure-...  (1)
/pure-nickel-strip-for-32140-manufacturer-exporter/,,,,,kg

# /pure-nickel/200-201/  (1)
/pure-nickel/200-201/foil/,,,,,kg

# /pure-nickel-strip/18650-H-type/  (1)
/pure-nickel-strip/18650-H-type/,,,,,kg

# /pure-nickel-strip/18650-honeycomb/  (1)
/pure-nickel-strip/18650-honeycomb/,,,,,kg

# /pure-nickel-strip/18650-zigzag/  (1)
/pure-nickel-strip/18650-zigzag/,,,,,kg

# /pure-nickel-strip/18650/  (1)
/pure-nickel-strip/18650/,,,,,kg

# /pure-nickel-strip/1P/  (1)
/pure-nickel-strip/1P/,,,,,kg

# /pure-nickel-strip/21700-H-type/  (1)
/pure-nickel-strip/21700-H-type/,,,,,kg

# /pure-nickel-strip/21700-honeycomb/  (1)
/pure-nickel-strip/21700-honeycomb/,,,,,kg

# /pure-nickel-strip/21700-zigzag/  (1)
/pure-nickel-strip/21700-zigzag/,,,,,kg

# /pure-nickel-strip/21700/  (1)
/pure-nickel-strip/21700/,,,,,kg

# /pure-nickel-strip/26650-H-type/  (1)
/pure-nickel-strip/26650-H-type/,,,,,kg

# /pure-nickel-strip/26650-honeycomb/  (1)
/pure-nickel-strip/26650-honeycomb/,,,,,kg

# /pure-nickel-strip/26650-zigzag/  (1)
/pure-nickel-strip/26650-zigzag/,,,,,kg

# /pure-nickel-strip/26650/  (1)
/pure-nickel-strip/26650/,,,,,kg

# /pure-nickel-strip/2P/  (1)
/pure-nickel-strip/2P/,,,,,kg

# /pure-nickel-strip/32140-H-type/  (1)
/pure-nickel-strip/32140-H-type/,,,,,kg

# /pure-nickel-strip/32140-honeycomb/  (1)
/pure-nickel-strip/32140-honeycomb/,,,,,kg

# /pure-nickel-strip/32140-zigzag/  (1)
/pure-nickel-strip/32140-zigzag/,,,,,kg

# /pure-nickel-strip/32650-honeycomb/  (1)
/pure-nickel-strip/32650-honeycomb/,,,,,kg

# /pure-nickel-strip/32650-zigzag/  (1)
/pure-nickel-strip/32650-zigzag/,,,,,kg

# /pure-nickel-strip/32650/  (1)
/pure-nickel-strip/32650/,,,,,kg

# /pure-nickel-strip/3P/  (1)
/pure-nickel-strip/3P/,,,,,kg

# /pure-nickel-strip/4680/  (1)
/pure-nickel-strip/4680/,,,,,kg

# /pure-nickel-strip/4P/  (1)
/pure-nickel-strip/4P/,,,,,kg

# /pure-nickel-strip/5P/  (1)
/pure-nickel-strip/5P/,,,,,kg

# /pure-nickel-strip/6P/  (1)
/pure-nickel-strip/6P/,,,,,kg

# /pure-nickel-strip/H-type/  (1)
/pure-nickel-strip/H-type/,,,,,kg

# /pure-nickel-strip/honeycomb/  (1)
/pure-nickel-strip/honeycomb/,,,,,kg

# /pure-nickel-strip/zigzag/  (1)
/pure-nickel-strip/zigzag/,,,,,kg

# /SMO-254/  (3)
/SMO-254/plates/,,,,,kg
/SMO-254/round-bar/,,,,,kg
/SMO-254/sheets/,,,,,kg

# /special-...  (7)
/special-stainless-steel-coil-supplier-exporter-mumbai-india/,,,,,kg
/special-stainless-steel-fittings-supplier-exporter-mumbai-india/,,,,,kg
/special-stainless-steel-hex-bars-supplier-exporter-mumbai-india/,,,,,kg
/special-stainless-steel-hollow-bars-supplier-exporter-mumbai-india/,,,,,kg
/special-stainless-steel-pipes-supplier-exporter-mumbai-india/,,,,,kg
/special-stainless-steel-tube-supplier-exporter-mumbai-india/,,,,,kg
/special-stainless-steel-wire-supplier-exporter-mumbai-india/,,,,,kg

# /stainless/17-4-ph/  (1)
/stainless/17-4-ph/powder/,,,,,kg

# /stainless/316l/  (1)
/stainless/316l/powder/,,,,,kg

# /stainless/904L/  (1)
/stainless/904L/,,,,,kg

# /stainless/AL-6XN/  (1)
/stainless/AL-6XN/,,,,,kg

# /stainless/alloy-20/  (1)
/stainless/alloy-20/,,,,,kg

# /stainless/alloy-28/  (1)
/stainless/alloy-28/,,,,,kg

# /stainless/alloy-31/  (1)
/stainless/alloy-31/,,,,,kg

# /stainless/alloy-926/  (1)
/stainless/alloy-926/,,,,,kg

# /stainless/AM-350/  (1)
/stainless/AM-350/,,,,,kg

# /stainless/SMO-254/  (1)
/stainless/SMO-254/,,,,,kg

# /stellite/  (3)  |  stellite priced on 1 page(s) at INR 8,500-12,000 per kg
/stellite/plates/,,,,,kg
/stellite/round-bar/,,,,,kg
/stellite/sheets/,,,,,kg

# /titanium-...  (9)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium-alloy-coil-supplier-exporter-mumbai-india/,,,,,kg
/titanium-alloy-fittings-supplier-exporter-mumbai-india/,,,,,kg
/titanium-alloy-hex-bars-supplier-exporter-mumbai-india/,,,,,kg
/titanium-alloy-hollow-bars-supplier-exporter-mumbai-india/,,,,,kg
/titanium-alloy-pipes-supplier-exporter-mumbai-india/,,,,,kg
/titanium-alloy-tube-supplier-exporter-mumbai-india/,,,,,kg
/titanium-alloy-wire-supplier-exporter-mumbai-india/,,,,,kg
/titanium-grade-16-foil-supplier-mumbai/,,,,,kg
/titanium-grade-23-foil-supplier-exporter-in-mumbai-india/,,,,,kg

# /titanium/grade-1-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-1-plates/,,,,,kg

# /titanium/grade-1/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-1/coil/,,,,,kg
/titanium/grade-1/foil/,,,,,kg
/titanium/grade-1/pipe/,,,,,kg
/titanium/grade-1/sheets/,,,,,kg

# /titanium/grade-11-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-11-plates/,,,,,kg

# /titanium/grade-11/  (2)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-11/round-bar/,,,,,kg
/titanium/grade-11/sheets/,,,,,kg

# /titanium/grade-12/  (3)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-12/plates/,,,,,kg
/titanium/grade-12/round-bar/,,,,,kg
/titanium/grade-12/sheets/,,,,,kg

# /titanium/grade-16/  (3)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-16/plates/,,,,,kg
/titanium/grade-16/round-bar/,,,,,kg
/titanium/grade-16/sheets/,,,,,kg

# /titanium/grade-2-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-2-plates/,,,,,kg

# /titanium/grade-2/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-2/foil/,,,,,kg
/titanium/grade-2/plates/,,,,,kg
/titanium/grade-2/round-bar/,,,,,kg
/titanium/grade-2/sheets/,,,,,kg

# /titanium/grade-23/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-23/plates/,,,,,kg
/titanium/grade-23/powder/,,,,,kg
/titanium/grade-23/round-bar/,,,,,kg
/titanium/grade-23/sheets/,,,,,kg

# /titanium/grade-3-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-3-plates/,,,,,kg

# /titanium/grade-3/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-3/foil/,,,,,kg
/titanium/grade-3/plates/,,,,,kg
/titanium/grade-3/round-bar/,,,,,kg
/titanium/grade-3/sheet/,,,,,kg

# /titanium/grade-4-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-4-plates/,,,,,kg

# /titanium/grade-4/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-4/foil/,,,,,kg
/titanium/grade-4/plates/,,,,,kg
/titanium/grade-4/round-bar/,,,,,kg
/titanium/grade-4/sheets/,,,,,kg

# /titanium/grade-5-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-5-plates/,,,,,kg

# /titanium/grade-5/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-5/foil/,,,,,kg
/titanium/grade-5/powder/,,,,,kg
/titanium/grade-5/round-bar/,,,,,kg
/titanium/grade-5/sheets/,,,,,kg

# /titanium/grade-6-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-6-plates/,,,,,kg

# /titanium/grade-6/  (2)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-6/foil/,,,,,kg
/titanium/grade-6/round-bar/,,,,,kg

# /titanium/grade-7-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-7-plates/,,,,,kg

# /titanium/grade-7/  (4)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-7/foil/,,,,,kg
/titanium/grade-7/plates/,,,,,kg
/titanium/grade-7/round-bar/,,,,,kg
/titanium/grade-7/sheets/,,,,,kg

# /titanium/grade-9-plates/  (1)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-9-plates/,,,,,kg

# /titanium/grade-9/  (3)  |  titanium priced on 3 page(s) at INR 1,300-12,500 per kg
/titanium/grade-9/foil/,,,,,kg
/titanium/grade-9/round-bar/,,,,,kg
/titanium/grade-9/sheets/,,,,,kg

# /tool-steel/h13/  (1)
/tool-steel/h13/powder/,,,,,kg

# /tool-steel/maraging/  (1)
/tool-steel/maraging/powder/,,,,,kg

# ---------------------------------------------------------------------------
# Product pages with nowhere to print the figure: no spec table, no Price row.
# Left as comments on purpose. build-prices.mjs writes no schema for these, and
# a price in the markup that the reader cannot see on the page breaches
# Google's structured data policy. Give the page a spec table first, re-run
# this script, and it appears above as a fillable row.
# /inconel/powder/   (inconel/powder.html)
# /pages/products/powder/   (pages/products/powder.html)
# /stainless/powder/   (stainless/powder.html)
# /titanium/powder/   (titanium/powder.html)
# /tool-steel/powder/   (tool-steel/powder.html)
